id,assert_type,subject,predicate,object
L130279,relationship,I13099,mentioned in,D80826
L130280,relationship,I13099,mentioned in,D80510
L130281,relationship,I13099,mentioned in,D170617
L130282,relationship,I13099,mentioned in,D130282
L130284,relationship,I13099,mentioned in,D140154
L130285,relationship,I13099,mentioned in,D130285
L130286,relationship,I13099,mentioned in,D130286
L130287,relationship,I13099,mentioned in,D130287
L130288,relationship,I13100,mentioned in,D80458
L130289,relationship,I13101,mentioned in,D191412
L130290,relationship,I13101,mentioned in,D140238
L130291,relationship,I13101,mentioned in,D190310
L130292,relationship,I13102,mentioned in,D190597
L130293,relationship,I13102,mentioned in,D30239
L130294,relationship,I13102,mentioned in,D130294
L130295,relationship,I13102,mentioned in,D30241
L130296,relationship,I13102,mentioned in,D130296
L130297,relationship,I13102,mentioned in,D190068
L130298,relationship,I13102,mentioned in,D130298
L130299,relationship,I13103,mentioned in,D170066
L130300,relationship,I13103,mentioned in,D170071
L130301,relationship,I13103,mentioned in,D21186
L130302,relationship,I13103,mentioned in,D40323
L130303,relationship,I13104,mentioned in,D200423
L130304,relationship,I13105,mentioned in,D160224
L130305,relationship,I13105,mentioned in,D20745
L130306,relationship,I13105,mentioned in,D160219
L130307,relationship,I13106,mentioned in,D130307
L130308,relationship,I13106,mentioned in,D20135
L130309,relationship,I13106,mentioned in,D130309
L130310,relationship,I13107,mentioned in,D230301
L130311,relationship,I13108,mentioned in,D130311
L130312,relationship,I13108,mentioned in,D230719
L130313,relationship,I13108,mentioned in,D190144
L130314,relationship,I13108,mentioned in,D130147
L130315,relationship,I13108,mentioned in,D130329
L130316,relationship,I13108,mentioned in,D191585
L130317,relationship,I13108,mentioned in,D30641
L130318,relationship,I13108,mentioned in,D30630
L130319,relationship,I13108,mentioned in,D130319
L130320,relationship,I13108,mentioned in,D60367
L130321,relationship,I13108,mentioned in,D130321
L130322,relationship,I13108,mentioned in,D60236
L130323,relationship,I13108,mentioned in,D130323
L130324,relationship,I13108,mentioned in,D30028
L130325,relationship,I13108,mentioned in,D130325
L130326,relationship,I13109,mentioned in,D191155
L130327,relationship,I13109,mentioned in,D130323
L130328,relationship,I13109,mentioned in,D130319
L130329,relationship,I13109,mentioned in,D130329
L130330,relationship,I13109,mentioned in,D130311
L130331,relationship,I13109,mentioned in,D230481
L130332,relationship,I13109,mentioned in,D80407
L130333,relationship,I13109,mentioned in,D160289
L130334,relationship,I13109,mentioned in,D130334
L130335,relationship,I13109,mentioned in,D130335
L130336,relationship,I13109,mentioned in,D130336
L130337,relationship,I13109,mentioned in,D60124
L130338,relationship,I13110,mentioned in,D160516
L130339,relationship,I13110,mentioned in,D20617
L130340,relationship,I13110,mentioned in,D130615
L130341,relationship,I13110,mentioned in,D130537
L130342,relationship,I13110,mentioned in,D160249
L130343,relationship,I13110,mentioned in,D130388
L130344,relationship,I13110,mentioned in,D130344
L130345,relationship,I13110,mentioned in,D80795
L130346,relationship,I13110,mentioned in,D130346
L130347,relationship,I13110,mentioned in,D60412
L130348,relationship,I13110,mentioned in,D130348
L130349,relationship,I13110,mentioned in,D130747
L130350,relationship,I13110,mentioned in,D210084
L130351,relationship,I13110,mentioned in,D130351
L130352,relationship,I13111,mentioned in,D20128
L130353,relationship,I13111,mentioned in,D20158
L130354,relationship,I13112,mentioned in,D130354
L130355,relationship,I13113,mentioned in,D130355
L130356,relationship,I13113,mentioned in,D110548
L130357,relationship,I13114,mentioned in,D130357
L130358,relationship,I13115,mentioned in,D130358
L130359,relationship,I13116,mentioned in,D130359
L130360,relationship,I13116,mentioned in,D200029
L130361,relationship,I13116,mentioned in,D130361
L130362,relationship,I13116,mentioned in,D170632
L130363,relationship,I13116,mentioned in,D190135
L130364,relationship,I13116,mentioned in,D130364
L130365,relationship,I13116,mentioned in,D130365
L130366,relationship,I13116,mentioned in,D130366
L130367,relationship,I13116,mentioned in,D70237
L130368,relationship,I13117,mentioned in,D130368
L130369,relationship,I13118,mentioned in,D60461
L130370,relationship,I13119,mentioned in,D130370
L130371,relationship,I13119,mentioned in,D200300
L130372,relationship,I13119,mentioned in,D191379
L130373,relationship,I13119,mentioned in,D130373
L130374,relationship,I13119,mentioned in,D130364
L130375,relationship,I13120,mentioned in,D21137
L130376,relationship,I13120,mentioned in,D130376
L130377,relationship,I13121,mentioned in,D230263
L130378,relationship,I13121,mentioned in,D170557
L130379,relationship,I13122,mentioned in,D190469
L130380,relationship,I13122,mentioned in,D160250
L130381,relationship,I13122,mentioned in,D130381
L130382,relationship,I13122,mentioned in,D130382
L130383,relationship,I13122,mentioned in,D190942
L130384,relationship,I13122,mentioned in,D20814
L130385,relationship,I13122,mentioned in,D20329
L130386,relationship,I13122,mentioned in,D130386
L130387,relationship,I13122,mentioned in,D130387
L130388,relationship,I13122,mentioned in,D130388
L130389,relationship,I13123,mentioned in,D80029
L130390,relationship,I13123,mentioned in,D20148
L130391,relationship,I13124,mentioned in,D20139
L130392,relationship,I13124,mentioned in,D20028
L130393,relationship,I13125,mentioned in,D130393
L130394,relationship,I13126,mentioned in,D130394
L130395,relationship,I13126,mentioned in,D30246
L130396,relationship,I13126,mentioned in,D80069
L130397,relationship,I13126,mentioned in,D130397
L130398,relationship,I13126,mentioned in,D80071
L130399,relationship,I13127,mentioned in,D130399
L130400,relationship,I13127,mentioned in,D130400
L130401,relationship,I13128,mentioned in,D190348
L130402,relationship,I13128,mentioned in,D130740
L130403,relationship,I13129,mentioned in,D80063
L130404,relationship,I13129,mentioned in,D40144
L130405,relationship,I13129,mentioned in,D40143
L130406,relationship,I13130,mentioned in,D130406
L130407,relationship,I13130,mentioned in,D20942
L130408,relationship,I13130,mentioned in,D130408
L130409,relationship,I13130,mentioned in,D20161
L130410,relationship,I13131,mentioned in,D130410
L130411,relationship,I13132,mentioned in,D130411
L130412,relationship,I13132,mentioned in,D20669
L130413,relationship,I13133,mentioned in,D130413
L130414,relationship,I13133,mentioned in,D191531
L130415,relationship,I13134,mentioned in,D130415
L130416,relationship,I13135,mentioned in,D130416
L130417,relationship,I13135,mentioned in,D110076
L130418,relationship,I13136,mentioned in,D130418
L130419,relationship,I13137,mentioned in,D130419
L130420,relationship,I13137,mentioned in,D160261
L130421,relationship,I13138,mentioned in,D170166
L130422,relationship,I13139,mentioned in,D200020
L130423,relationship,I13139,mentioned in,D170607
L130424,relationship,I13140,mentioned in,D130424
L130425,relationship,I13141,mentioned in,D130425
L130426,relationship,I13142,mentioned in,D130426
L130427,relationship,I13142,mentioned in,D30512
L130428,relationship,I13142,mentioned in,D130428
L130429,relationship,I13143,mentioned in,D130168
L130430,relationship,I13144,mentioned in,D191223
L130431,relationship,I13144,mentioned in,D130431
L130432,relationship,I13145,mentioned in,D130432
L130433,relationship,I13145,mentioned in,D130433
L130434,relationship,I13145,mentioned in,D170191
L130435,relationship,I13146,mentioned in,D130435
L130436,relationship,I13147,mentioned in,D190130
L130437,relationship,I13147,mentioned in,D130435
L130438,relationship,I13147,mentioned in,D130438
L130439,relationship,I13147,mentioned in,D21143
L130440,relationship,I13148,mentioned in,D30042
L130441,relationship,I13149,mentioned in,D130441
L130442,relationship,I13149,mentioned in,D191367
L130443,relationship,I13150,mentioned in,D80202
L130444,relationship,I13151,mentioned in,D190086
L130445,relationship,I13151,mentioned in,D30368
L130446,relationship,I13152,mentioned in,D231068
L130447,relationship,I13152,mentioned in,D80461
L130448,relationship,I13152,mentioned in,D190023
L130449,relationship,I13152,mentioned in,D130449
L130450,relationship,I13153,mentioned in,D60088
L130451,relationship,I13154,mentioned in,D30341
L130452,relationship,I13155,mentioned in,D190912
L130453,relationship,I13156,mentioned in,D130453
L130454,relationship,I13157,mentioned in,D230102
L130455,relationship,I13158,mentioned in,D160226
L130456,relationship,I13158,mentioned in,D190470
L130457,relationship,I13158,mentioned in,D160130
L130458,relationship,I13159,mentioned in,D130458
L130459,relationship,I13160,mentioned in,D90187
L130460,relationship,I13160,mentioned in,D230422
L130461,relationship,I13160,mentioned in,D130461
L130462,relationship,I13161,mentioned in,D130462
L130463,relationship,I13162,mentioned in,D130772
L130464,relationship,I13163,mentioned in,D191337
L130465,relationship,I13163,mentioned in,D191335
L130466,relationship,I13164,mentioned in,D190018
L130467,relationship,I13164,mentioned in,D190019
L130468,relationship,I13165,mentioned in,D190018
L130469,relationship,I13166,mentioned in,D80753
L130470,relationship,I13166,mentioned in,D130470
L130471,relationship,I13167,mentioned in,D60095
L130472,relationship,I13167,mentioned in,D190467
L130473,relationship,I13167,mentioned in,D40270
L130474,relationship,I13167,mentioned in,D130474
L130475,relationship,I13168,mentioned in,D30088
L130476,relationship,I13169,mentioned in,D130476
L130477,relationship,I13170,mentioned in,D80875
L130478,relationship,I13171,mentioned in,D10158
L130479,relationship,I13172,mentioned in,D130479
L130480,relationship,I13172,mentioned in,D130480
L130481,relationship,I13173,mentioned in,D130481
L130482,relationship,I13173,mentioned in,D130482
L130483,relationship,I13174,mentioned in,D130483
L130484,relationship,I13175,mentioned in,D130512
L130485,relationship,I13176,mentioned in,D130512
L130486,relationship,I13176,mentioned in,D160354
L130487,relationship,I13176,mentioned in,D160600
L130488,relationship,I13176,mentioned in,D30602
L130489,relationship,I13176,mentioned in,D130489
L130490,relationship,I13176,mentioned in,D160590
L130491,relationship,I13176,mentioned in,D170062
L130492,relationship,I13176,mentioned in,D160593
L130493,relationship,I13176,mentioned in,D160592
L130494,relationship,I13176,mentioned in,D160595
L130495,relationship,I13176,mentioned in,D160596
L130496,relationship,I13176,mentioned in,D130496
L130497,relationship,I13176,mentioned in,D140042
L130498,relationship,I13176,mentioned in,D160597
L130499,relationship,I13177,mentioned in,D130499
L130500,relationship,I13178,mentioned in,D130512
L130501,relationship,I13179,mentioned in,D130501
L130502,relationship,I13179,mentioned in,D80513
L130503,relationship,I13179,mentioned in,D80231
L130504,relationship,I13179,mentioned in,D130504
L130505,relationship,I13179,mentioned in,D30714
L130506,relationship,I13179,mentioned in,D30034
L130507,relationship,I13179,mentioned in,D130507
L130508,relationship,I13179,mentioned in,D130508
L130509,relationship,I13179,mentioned in,D160583
L130510,relationship,I13179,mentioned in,D130762
L130511,relationship,I13180,mentioned in,D40125
L130512,relationship,I13181,mentioned in,D130512
L130513,relationship,I13181,mentioned in,D130513
L130514,relationship,I13181,mentioned in,D130514
L130515,relationship,I13181,mentioned in,D130515
L130516,relationship,I13181,mentioned in,D160592
L130517,relationship,I13182,mentioned in,D30491
L130518,relationship,I13183,mentioned in,D130518
L130519,relationship,I13183,mentioned in,D130519
L130520,relationship,I13183,mentioned in,D20639
L130521,relationship,I13183,mentioned in,D130521
L130522,relationship,I13183,mentioned in,D30404
L130523,relationship,I13183,mentioned in,D190111
L130524,relationship,I13184,mentioned in,D80068
L130525,relationship,I13185,mentioned in,D130525
L130526,relationship,I13185,mentioned in,D10051
L130527,relationship,I13185,mentioned in,D21408
L130528,relationship,I13186,mentioned in,D130528
L130529,relationship,I13186,mentioned in,D80211
L130530,relationship,I13186,mentioned in,D200305
L130531,relationship,I13186,mentioned in,D170584
L130532,relationship,I13186,mentioned in,D170583
L130533,relationship,I13186,mentioned in,D130533
L130534,relationship,I13186,mentioned in,D130534
L130535,relationship,I13186,mentioned in,D40157
L130536,relationship,I13187,mentioned in,D130536
L130537,relationship,I13187,mentioned in,D130537
L130538,relationship,I13187,mentioned in,D230053
L130540,relationship,I13188,mentioned in,D60267
L130541,relationship,I13188,mentioned in,D40160
L130542,relationship,I13188,mentioned in,D130542
L130543,relationship,I13189,mentioned in,D10069
L130544,relationship,I13190,mentioned in,D110305
L130545,relationship,I13190,mentioned in,D40316
L130546,relationship,I13191,mentioned in,D60436
L130547,relationship,I13192,mentioned in,D130547
L130548,relationship,I13192,mentioned in,D160554
L130550,relationship,I13194,mentioned in,D230222
L130551,relationship,I13194,mentioned in,D230224
L130552,relationship,I13194,mentioned in,D230236
L130553,relationship,I13194,mentioned in,D130643
L130554,relationship,I13195,mentioned in,D230394
L130555,relationship,I13196,mentioned in,D50206
L130556,relationship,I13196,mentioned in,D130556
L130557,relationship,I13196,mentioned in,D60499
L130558,relationship,I13197,mentioned in,D30587
L130559,relationship,I13197,mentioned in,D130559
L130560,relationship,I13197,mentioned in,D90175
L130561,relationship,I13197,mentioned in,D170003
L130562,relationship,I13197,mentioned in,D20154
L130563,relationship,I13197,mentioned in,D130563
L130564,relationship,I13198,mentioned in,D130564
L130565,relationship,I13198,mentioned in,D10223
L130566,relationship,I13198,mentioned in,D130566
L130567,relationship,I13198,mentioned in,D130567
L130568,relationship,I13198,mentioned in,D10225
L130569,relationship,I13198,mentioned in,D60307
L130570,relationship,I13199,mentioned in,D70376
