id,assert_type,subject,predicate,object
L191476,relationship,I19309,mentioned in,D40030
L191477,relationship,I19310,mentioned in,D191477
L191478,relationship,I19311,mentioned in,D190869
L191479,relationship,I19311,mentioned in,D191479
L191480,relationship,I19312,mentioned in,D10014
L191481,relationship,I19313,mentioned in,D191481
L191482,relationship,I19314,mentioned in,D191482
L191483,relationship,I19314,mentioned in,D160176
L191484,relationship,I19315,mentioned in,D170550
L191485,relationship,I19315,mentioned in,D10168
L191486,relationship,I19315,mentioned in,D191486
L191487,relationship,I19316,mentioned in,D191487
L191488,relationship,I19316,mentioned in,D130044
L191489,relationship,I19316,mentioned in,D21391
L191490,relationship,I19316,mentioned in,D191490
L191491,relationship,I19316,mentioned in,D170167
L191492,relationship,I19317,mentioned in,D191492
L191493,relationship,I19317,mentioned in,D191493
L191494,relationship,I19317,mentioned in,D130812
L191495,relationship,I19317,mentioned in,D191495
L191496,relationship,I19317,mentioned in,D191649
L191497,relationship,I19317,mentioned in,D191497
L191498,relationship,I19317,mentioned in,D70313
L191499,relationship,I19317,mentioned in,D160001
L191500,relationship,I19317,mentioned in,D191500
L191501,relationship,I19317,mentioned in,D191501
L191502,relationship,I19317,mentioned in,D191514
L191503,relationship,I19317,mentioned in,D170619
L191504,relationship,I19317,mentioned in,D10314
L191505,relationship,I19317,mentioned in,D50113
L191506,relationship,I19317,mentioned in,D191506
L191507,relationship,I19317,mentioned in,D191513
L191508,relationship,I19318,mentioned in,D90033
L191509,relationship,I19318,mentioned in,D191509
L191510,relationship,I19318,mentioned in,D191510
L191511,relationship,I19318,mentioned in,D80400
L191512,relationship,I19318,mentioned in,D191512
L191513,relationship,I19319,mentioned in,D191513
L191514,relationship,I19319,mentioned in,D191514
L191515,relationship,I19319,mentioned in,D191515
L191516,relationship,I19319,mentioned in,D130810
L191517,relationship,I19320,mentioned in,D191517
L191518,relationship,I19320,mentioned in,D191518
L191519,relationship,I19320,mentioned in,D80499
L191520,relationship,I19320,mentioned in,D130418
L191521,relationship,I19320,mentioned in,D191521
L191522,relationship,I19321,mentioned in,D191522
L191523,relationship,I19321,mentioned in,D191513
L191524,relationship,I19321,mentioned in,D191500
L191525,relationship,I19321,mentioned in,D80330
L191526,relationship,I19322,mentioned in,D191526
L191527,relationship,I19323,mentioned in,D130003
L191528,relationship,I19323,mentioned in,D190591
L191529,relationship,I19324,mentioned in,D191529
L191530,relationship,I19324,mentioned in,D130373
L191531,relationship,I19324,mentioned in,D191531
L191532,relationship,I19325,mentioned in,D191532
L191533,relationship,I19326,mentioned in,D40401
L191534,relationship,I19326,mentioned in,D191534
L191535,relationship,I19327,mentioned in,D230511
L191536,relationship,I19328,mentioned in,D191536
L191537,relationship,I19329,mentioned in,D191537
L191538,relationship,I19330,mentioned in,D191541
L191539,relationship,I19330,mentioned in,D70104
L191540,relationship,I19331,mentioned in,D70104
L191541,relationship,I19331,mentioned in,D191541
L191542,relationship,I19332,mentioned in,D190919
L191543,relationship,I19332,mentioned in,D110620
L191544,relationship,I19332,mentioned in,D191544
L191545,relationship,I19332,mentioned in,D190601
L191546,relationship,I19333,mentioned in,D191541
L191547,relationship,I19333,mentioned in,D70103
L191548,relationship,I19334,mentioned in,D191541
L191549,relationship,I19335,mentioned in,D191554
L191550,relationship,I19336,mentioned in,D80307
L191551,relationship,I19336,mentioned in,D191551
L191552,relationship,I19336,mentioned in,D191120
L191553,relationship,I19336,mentioned in,D191553
L191554,relationship,I19336,mentioned in,D191554
L191555,relationship,I19337,mentioned in,D191555
L191556,relationship,I19338,mentioned in,D191281
L191557,relationship,I19339,mentioned in,D140079
L191558,relationship,I19340,mentioned in,D170502
L191559,relationship,I19341,mentioned in,D191559
L191560,relationship,I19342,mentioned in,D191560
L191561,relationship,I19342,mentioned in,D30499
L191562,relationship,I19343,mentioned in,D200508
L191563,relationship,I19343,mentioned in,D191563
L191564,relationship,I19344,mentioned in,D170091
L191565,relationship,I19344,mentioned in,D191565
L191566,relationship,I19344,mentioned in,D170218
L191567,relationship,I19345,mentioned in,D191567
L191568,relationship,I19345,mentioned in,D80046
L191569,relationship,I19345,mentioned in,D21212
L191570,relationship,I19345,mentioned in,D21171
L191571,relationship,I19345,mentioned in,D230729
L191572,relationship,I19345,mentioned in,D190137
L191573,relationship,I19345,mentioned in,D191573
L191574,relationship,I19345,mentioned in,D191574
L191575,relationship,I19345,mentioned in,D21323
L191576,relationship,I19346,mentioned in,D191576
L191577,relationship,I19347,mentioned in,D40366
L191578,relationship,I19348,mentioned in,D191578
L191579,relationship,I19349,mentioned in,D191579
L191580,relationship,I19349,mentioned in,D191578
L191581,relationship,I19350,mentioned in,D191581
L191582,relationship,I19350,mentioned in,D191582
L191583,relationship,I19351,mentioned in,D191583
L191584,relationship,I19351,mentioned in,D30690
L191585,relationship,I19352,mentioned in,D191585
L191586,relationship,I19352,mentioned in,D160285
L191588,relationship,I19353,mentioned in,D21286
L191589,relationship,I19353,mentioned in,D160069
L191590,relationship,I19353,mentioned in,D21269
L191591,relationship,I19354,mentioned in,D191591
L191592,relationship,I19355,mentioned in,D160431
L191593,relationship,I19355,mentioned in,D160422
L191594,relationship,I19355,mentioned in,D160427
L191595,relationship,I19355,mentioned in,D191595
L191596,relationship,I19355,mentioned in,D230914
L191597,relationship,I19355,mentioned in,D160420
L191598,relationship,I19355,mentioned in,D160534
L191599,relationship,I19355,mentioned in,D191599
L191600,relationship,I19356,mentioned in,D191600
L191601,relationship,I19356,mentioned in,D191601
L191602,relationship,I19357,mentioned in,D191602
L191603,relationship,I19357,mentioned in,D191603
L191604,relationship,I19358,mentioned in,D20747
L191605,relationship,I19359,mentioned in,D191605
L191607,relationship,I19359,mentioned in,D190247
L191608,relationship,I19360,mentioned in,D160432
L191609,relationship,I19361,mentioned in,D191609
L191610,relationship,I19362,mentioned in,D40219
L191611,relationship,I19362,mentioned in,D191611
L191612,relationship,I19363,mentioned in,D30450
L191613,relationship,I19364,mentioned in,D21364
L191614,relationship,I19364,mentioned in,D191614
L191615,relationship,I19365,mentioned in,D140058
L191616,relationship,I19366,mentioned in,D191616
L191617,relationship,I19367,mentioned in,D191617
L191618,relationship,I19367,mentioned in,D191618
L191619,relationship,I19368,mentioned in,D190724
L191620,relationship,I19368,mentioned in,D30344
L191621,relationship,I19369,mentioned in,D21125
L191622,relationship,I19369,mentioned in,D200084
L191623,relationship,I19369,mentioned in,D200082
L191624,relationship,I19369,mentioned in,D80096
L191625,relationship,I19369,mentioned in,D191625
L191626,relationship,I19369,mentioned in,D20238
L191627,relationship,I19370,mentioned in,D230233
L191628,relationship,I19370,mentioned in,D191437
L191629,relationship,I19370,mentioned in,D191629
L191630,relationship,I19371,mentioned in,D200023
L191631,relationship,I19371,mentioned in,D191631
L191632,relationship,I19371,mentioned in,D160333
L191633,relationship,I19371,mentioned in,D191633
L191634,relationship,I19371,mentioned in,D191634
L191635,relationship,I19371,mentioned in,D191635
L191636,relationship,I19371,mentioned in,D160522
L191637,relationship,I19371,mentioned in,D40052
L191638,relationship,I19371,mentioned in,D191638
L191639,relationship,I19371,mentioned in,D70148
L191640,relationship,I19371,mentioned in,D191640
L191641,relationship,I19371,mentioned in,D110398
L191642,relationship,I19371,mentioned in,D191642
L191643,relationship,I19371,mentioned in,D160191
L191644,relationship,I19371,mentioned in,D160197
L191645,relationship,I19371,mentioned in,D20434
L191646,relationship,I19371,mentioned in,D130628
L191647,relationship,I19371,mentioned in,D130633
L191648,relationship,I19372,mentioned in,D230041
L191649,relationship,I19372,mentioned in,D191649
L191650,relationship,I19373,mentioned in,D10069
L191651,relationship,I19374,mentioned in,D30126
L191652,relationship,I19374,mentioned in,D191652
L191653,relationship,I19374,mentioned in,D20497
L191654,relationship,I19374,mentioned in,D191654
L191655,relationship,I19374,mentioned in,D191655
L191656,relationship,I19374,mentioned in,D191656
L191658,relationship,I19375,mentioned in,D191652
L191659,relationship,I19375,mentioned in,D191655
L191660,relationship,I19376,mentioned in,D191660
L191661,relationship,I19377,mentioned in,D231024
L191662,relationship,I19377,mentioned in,D10320
L191663,relationship,I19377,mentioned in,D80144
L191664,relationship,I19378,mentioned in,D200231
L191665,relationship,I19378,mentioned in,D190922
L200001,relationship,I20001,mentioned in,D200001
L200002,relationship,I20002,mentioned in,D90188
L200003,relationship,I20003,mentioned in,D200003
L200004,relationship,I20004,mentioned in,D200004
L200005,relationship,I20004,mentioned in,D200005
L200007,relationship,I20005,mentioned in,D60373
L200008,relationship,I20005,mentioned in,D80594
L200009,relationship,I20006,mentioned in,D80879
L200010,relationship,I20006,mentioned in,D200010
L200011,relationship,I20006,mentioned in,D40319
L200012,relationship,I20007,mentioned in,D200012
L200013,relationship,I20008,mentioned in,D200271
L200014,relationship,I20008,mentioned in,D200014
L200015,relationship,I20008,mentioned in,D200272
L200016,relationship,I20008,mentioned in,D200273
L200017,relationship,I20009,mentioned in,D80829
L200018,relationship,I20009,mentioned in,D200018
L200019,relationship,I20009,mentioned in,D200019
L200020,relationship,I20010,mentioned in,D200020
L200021,relationship,I20010,mentioned in,D200021
L200022,relationship,I20011,mentioned in,D200022
L200023,relationship,I20012,mentioned in,D200023
L200024,relationship,I20012,mentioned in,D200024
L200025,relationship,I20013,mentioned in,D110323
L200026,relationship,I20013,mentioned in,D200026
L200027,relationship,I20013,mentioned in,D191490
L200028,relationship,I20013,mentioned in,D90092
L200029,relationship,I20013,mentioned in,D200029
L200030,relationship,I20013,mentioned in,D200030
L200031,relationship,I20013,mentioned in,D200031
L200032,relationship,I20013,mentioned in,D10001
L200033,relationship,I20013,mentioned in,D200033
L200034,relationship,I20013,mentioned in,D10161
L200035,relationship,I20013,mentioned in,D191565
L200036,relationship,I20014,mentioned in,D200036
L200037,relationship,I20015,mentioned in,D200037
L200038,relationship,I20016,mentioned in,D170094
L200039,relationship,I20016,mentioned in,D200039
L200040,relationship,I20016,mentioned in,D200040
L200041,relationship,I20017,mentioned in,D80718
L200042,relationship,I20017,mentioned in,D200042
L200043,relationship,I20017,mentioned in,D200043
L200044,relationship,I20017,mentioned in,D80005
L200045,relationship,I20017,mentioned in,D200050
L200046,relationship,I20018,mentioned in,D200046
L200047,relationship,I20018,mentioned in,D200057
L200048,relationship,I20019,mentioned in,D80217
L200049,relationship,I20020,mentioned in,D200049
L200050,relationship,I20020,mentioned in,D200050
L200051,relationship,I20021,mentioned in,D140023
L200052,relationship,I20021,mentioned in,D200052
L200053,relationship,I20021,mentioned in,D230672
L200054,relationship,I20021,mentioned in,D130397
L200055,relationship,I20021,mentioned in,D200055
L200056,relationship,I20022,mentioned in,D200056
L200057,relationship,I20022,mentioned in,D200057
L200058,relationship,I20022,mentioned in,D200058
L200059,relationship,I20022,mentioned in,D120115
L200060,relationship,I20022,mentioned in,D200293
L200062,relationship,I20022,mentioned in,D20578
L200063,relationship,I20022,mentioned in,D200063
L200064,relationship,I20022,mentioned in,D80859
L200065,relationship,I20022,mentioned in,D130016
L200066,relationship,I20023,mentioned in,D200066
L200067,relationship,I20023,mentioned in,D20722
L200068,relationship,I20023,mentioned in,D200068
L200069,relationship,I20023,mentioned in,D200069
L200070,relationship,I20024,mentioned in,D200046
L200071,relationship,I20025,mentioned in,D200046
L200072,relationship,I20025,mentioned in,D190678
L200073,relationship,I20025,mentioned in,D200073
L200074,relationship,I20026,mentioned in,D230693
L200075,relationship,I20026,mentioned in,D200075
L200076,relationship,I20027,mentioned in,D200043
L200077,relationship,I20027,mentioned in,D200046
L200078,relationship,I20028,mentioned in,D230844
L200079,relationship,I20028,mentioned in,D200056
L200080,relationship,I20029,mentioned in,D40318
L200081,relationship,I20030,mentioned in,D120196
L200082,relationship,I20031,mentioned in,D200082
L200083,relationship,I20031,mentioned in,D130358
L200084,relationship,I20031,mentioned in,D200084
L200085,relationship,I20031,mentioned in,D200085
L200086,relationship,I20031,mentioned in,D80518
L200087,relationship,I20031,mentioned in,D10139
L200088,relationship,I20031,mentioned in,D10140
L200089,relationship,I20031,mentioned in,D30564
L200090,relationship,I20031,mentioned in,D30565
L200091,relationship,I20031,mentioned in,D80525
L200092,relationship,I20031,mentioned in,D200092
L200093,relationship,I20031,mentioned in,D80520
L200094,relationship,I20031,mentioned in,D130792
L200095,relationship,I20031,mentioned in,D40262
L200096,relationship,I20031,mentioned in,D230180
L200097,relationship,I20032,mentioned in,D200097
L200098,relationship,I20033,mentioned in,D20319
L200099,relationship,I20034,mentioned in,D200099
L200100,relationship,I20035,mentioned in,D200099
L200101,relationship,I20036,mentioned in,D170387
L200102,relationship,I20036,mentioned in,D191015
L200103,relationship,I20036,mentioned in,D200103
L200104,relationship,I20036,mentioned in,D200103
L200105,relationship,I20037,mentioned in,D200105
L200106,relationship,I20037,mentioned in,D200106
L200107,relationship,I20037,mentioned in,D200107
L200108,relationship,I20038,mentioned in,D30178
L200109,relationship,I20038,mentioned in,D170640
L200110,relationship,I20039,mentioned in,D120442
L200111,relationship,I20039,mentioned in,D200111
L200112,relationship,I20040,mentioned in,D200112
L200113,relationship,I20041,mentioned in,D120348
L200114,relationship,I20042,mentioned in,D40172
L200115,relationship,I20043,mentioned in,D230584
L200116,relationship,I20043,mentioned in,D140036
L200117,relationship,I20044,mentioned in,D80233
L200118,relationship,I20044,mentioned in,D200118
L200119,relationship,I20044,mentioned in,D230503
L200120,relationship,I20045,mentioned in,D200120
L200121,relationship,I20045,mentioned in,D200121
L200122,relationship,I20045,mentioned in,D200122
L200123,relationship,I20045,mentioned in,D90150
L200124,relationship,I20046,mentioned in,D200124
L200125,relationship,I20046,mentioned in,D200125
L200126,relationship,I20047,mentioned in,D200126
L200127,relationship,I20048,mentioned in,D200127
L200128,relationship,I20048,mentioned in,D70413
L200129,relationship,I20049,mentioned in,D20730
L200130,relationship,I20050,mentioned in,D200130
L200131,relationship,I20050,mentioned in,D191555
L200132,relationship,I20051,mentioned in,D200132
L200133,relationship,I20051,mentioned in,D190040
L200134,relationship,I20052,mentioned in,D230318
L200135,relationship,I20052,mentioned in,D200135
L200136,relationship,I20052,mentioned in,D40373
L200137,relationship,I20053,mentioned in,D160346
L200138,relationship,I20054,mentioned in,D200138
L200139,relationship,I20054,mentioned in,D200139
L200140,relationship,I20055,mentioned in,D60508
L200141,relationship,I20055,mentioned in,D130860
L200142,relationship,I20055,mentioned in,D130861
L200143,relationship,I20055,mentioned in,D20792
L200144,relationship,I20056,mentioned in,D200144
L200145,relationship,I20056,mentioned in,D80412
L200146,relationship,I20056,mentioned in,D80405
L200147,relationship,I20056,mentioned in,D80403
L200148,relationship,I20056,mentioned in,D60227
L200149,relationship,I20056,mentioned in,D120352
L200150,relationship,I20056,mentioned in,D80417
L200151,relationship,I20056,mentioned in,D80402
L200152,relationship,I20056,mentioned in,D80400
L200153,relationship,I20056,mentioned in,D80322
L200154,relationship,I20056,mentioned in,D80414
L200155,relationship,I20056,mentioned in,D160511
L200156,relationship,I20056,mentioned in,D80407
L200157,relationship,I20056,mentioned in,D170072
L200158,relationship,I20057,mentioned in,D21188
L200159,relationship,I20057,mentioned in,D130678
L200160,relationship,I20057,mentioned in,D130381
L200162,relationship,I20057,mentioned in,D200162
L200163,relationship,I20057,mentioned in,D140055
L200164,relationship,I20057,mentioned in,D20946
L200165,relationship,I20057,mentioned in,D120190
L200166,relationship,I20057,mentioned in,D30437
L200167,relationship,I20057,mentioned in,D80435
L200168,relationship,I20058,mentioned in,D200168
L200169,relationship,I20058,mentioned in,D70043
L200170,relationship,I20059,mentioned in,D200170
L200171,relationship,I20060,mentioned in,D200171
L200172,relationship,I20060,mentioned in,D140221
L200173,relationship,I20061,mentioned in,D170571
L200174,relationship,I20062,mentioned in,D80139
L200175,relationship,I20063,mentioned in,D200294
L200176,relationship,I20063,mentioned in,D190700
L200177,relationship,I20063,mentioned in,D200177
L200178,relationship,I20063,mentioned in,D200178
L200179,relationship,I20063,mentioned in,D200179
L200180,relationship,I20063,mentioned in,D40253
L200181,relationship,I20064,mentioned in,D200181
L200182,relationship,I20065,mentioned in,D200012
L200183,relationship,I20065,mentioned in,D170427
L200184,relationship,I20065,mentioned in,D200184
L200185,relationship,I20065,mentioned in,D200185
L200186,relationship,I20065,mentioned in,D200186
L200187,relationship,I20065,mentioned in,D200187
L200188,relationship,I20065,mentioned in,D230504
L200189,relationship,I20065,mentioned in,D200189
L200190,relationship,I20065,mentioned in,D200190
L200191,relationship,I20065,mentioned in,D200191
L200192,relationship,I20065,mentioned in,D200192
L200193,relationship,I20065,mentioned in,D130622
L200194,relationship,I20066,mentioned in,D200194
L200195,relationship,I20066,mentioned in,D200195
L200196,relationship,I20066,mentioned in,D230903
L200197,relationship,I20067,mentioned in,D170476
L200198,relationship,I20067,mentioned in,D230256
L200199,relationship,I20067,mentioned in,D200203
L200200,relationship,I20068,mentioned in,D200200
L200201,relationship,I20068,mentioned in,D200201
L200202,relationship,I20068,mentioned in,D190277
L200203,relationship,I20068,mentioned in,D200203
L200204,relationship,I20068,mentioned in,D200204
L200205,relationship,I20068,mentioned in,D200205
L200206,relationship,I20068,mentioned in,D110295
L200207,relationship,I20069,mentioned in,D190289
L200208,relationship,I20070,mentioned in,D90120
L200209,relationship,I20070,mentioned in,D170443
L200210,relationship,I20071,mentioned in,D200210
L200211,relationship,I20072,mentioned in,D200211
L200212,relationship,I20072,mentioned in,D200212
L200213,relationship,I20073,mentioned in,D200213
L200214,relationship,I20073,mentioned in,D230221
L200215,relationship,I20073,mentioned in,D200215
L200216,relationship,I20075,mentioned in,D170033
L200217,relationship,I20075,mentioned in,D200162
L200218,relationship,I20076,mentioned in,D20616
L200219,relationship,I20077,mentioned in,D200219
L200220,relationship,I20077,mentioned in,D200220
L200221,relationship,I20077,mentioned in,D200221
L200222,relationship,I20077,mentioned in,D230608
L200223,relationship,I20077,mentioned in,D200223
L200224,relationship,I20078,mentioned in,D10135
L200225,relationship,I20079,mentioned in,D200225
L200226,relationship,I20079,mentioned in,D200226
L200227,relationship,I20079,mentioned in,D130817
L200228,relationship,I20079,mentioned in,D130197
L200229,relationship,I20079,mentioned in,D200229
L200230,relationship,I20079,mentioned in,D120489
L200231,relationship,I20079,mentioned in,D200231
L200232,relationship,I20079,mentioned in,D200232
L200233,relationship,I20079,mentioned in,D120261
L200234,relationship,I20079,mentioned in,D200234
L200235,relationship,I20079,mentioned in,D200235
L200236,relationship,I20079,mentioned in,D200236
L200237,relationship,I20079,mentioned in,D200237
L200238,relationship,I20079,mentioned in,D110609
L200239,relationship,I20079,mentioned in,D110596
L200242,relationship,I20079,mentioned in,D200242
L200243,relationship,I20079,mentioned in,D200243
L200246,relationship,I20079,mentioned in,D200246
L200247,relationship,I20079,mentioned in,D200247
L200248,relationship,I20079,mentioned in,D200248
L200249,relationship,I20079,mentioned in,D200249
L200250,relationship,I20079,mentioned in,D110092
L200251,relationship,I20079,mentioned in,D200251
L200252,relationship,I20079,mentioned in,D200252
L200253,relationship,I20079,mentioned in,D200253
L200254,relationship,I20079,mentioned in,D80757
L200255,relationship,I20079,mentioned in,D90148
L200256,relationship,I20079,mentioned in,D200256
L200257,relationship,I20079,mentioned in,D200257
L200258,relationship,I20079,mentioned in,D60359
L200259,relationship,I20079,mentioned in,D200259
L200260,relationship,I20079,mentioned in,D200260
L200261,relationship,I20079,mentioned in,D200261
L200262,relationship,I20079,mentioned in,D80622
L200263,relationship,I20079,mentioned in,D200263
L200264,relationship,I20079,mentioned in,D200264
L200265,relationship,I20079,mentioned in,D200265
L200266,relationship,I20079,mentioned in,D60234
L200267,relationship,I20079,mentioned in,D40349
L200268,relationship,I20079,mentioned in,D60023
L200269,relationship,I20079,mentioned in,D50208
L200270,relationship,I20079,mentioned in,D140158
L200271,relationship,I20079,mentioned in,D200271
L200272,relationship,I20079,mentioned in,D200272
L200273,relationship,I20079,mentioned in,D200273
L200274,relationship,I20079,mentioned in,D110612
L200275,relationship,I20079,mentioned in,D200275
L200276,relationship,I20079,mentioned in,D20147
L200277,relationship,I20079,mentioned in,D200277
L200278,relationship,I20079,mentioned in,D20596
L200279,relationship,I20079,mentioned in,D200279
L200280,relationship,I20079,mentioned in,D20598
L200281,relationship,I20079,mentioned in,D21319
L200282,relationship,I20079,mentioned in,D230482
L200283,relationship,I20079,mentioned in,D30134
L200284,relationship,I20079,mentioned in,D200284
L200285,relationship,I20079,mentioned in,D200285
L200286,relationship,I20079,mentioned in,D200286
L200287,relationship,I20079,mentioned in,D40120
L200288,relationship,I20079,mentioned in,D191339
L200289,relationship,I20079,mentioned in,D130808
L200290,relationship,I20080,mentioned in,D200301
L200291,relationship,I20080,mentioned in,D20128
L200292,relationship,I20080,mentioned in,D200292
L200293,relationship,I20080,mentioned in,D200293
L200294,relationship,I20080,mentioned in,D200294
L200295,relationship,I20080,mentioned in,D130382
L200296,relationship,I20080,mentioned in,D80156
L200297,relationship,I20080,mentioned in,D80905
L200298,relationship,I20080,mentioned in,D120194
L200299,relationship,I20080,mentioned in,D200299
L200300,relationship,I20080,mentioned in,D200300
L200301,relationship,I20081,mentioned in,D200301
L200302,relationship,I20081,mentioned in,D140159
L200303,relationship,I20082,mentioned in,D210070
L200304,relationship,I20083,mentioned in,D80739
L200305,relationship,I20084,mentioned in,D200305
L200306,relationship,I20085,mentioned in,D231075
L200307,relationship,I20086,mentioned in,D130683
L200308,relationship,I20087,mentioned in,D200308
L200309,relationship,I20088,mentioned in,D190161
L200310,relationship,I20088,mentioned in,D20215
L200311,relationship,I20089,mentioned in,D200311
L200312,relationship,I20090,mentioned in,D20924
L200313,relationship,I20090,mentioned in,D230659
L200315,relationship,I20091,mentioned in,D160113
L200316,relationship,I20091,mentioned in,D160114
L200317,relationship,I20091,mentioned in,D160196
L200318,relationship,I20092,mentioned in,D10030
L200319,relationship,I20092,mentioned in,D200319
L200320,relationship,I20092,mentioned in,D200320
L200321,relationship,I20092,mentioned in,D200321
L200322,relationship,I20092,mentioned in,D200322
L200323,relationship,I20092,mentioned in,D10284
L200324,relationship,I20092,mentioned in,D20345
L200325,relationship,I20092,mentioned in,D200325
L200326,relationship,I20092,mentioned in,D200326
L200327,relationship,I20092,mentioned in,D200327
L200328,relationship,I20092,mentioned in,D20489
L200329,relationship,I20092,mentioned in,D200329
L200330,relationship,I20092,mentioned in,D200330
L200331,relationship,I20092,mentioned in,D200331
L200332,relationship,I20092,mentioned in,D200332
L200333,relationship,I20092,mentioned in,D200333
L200334,relationship,I20092,mentioned in,D200334
L200335,relationship,I20092,mentioned in,D200335
L200336,relationship,I20092,mentioned in,D21099
L200337,relationship,I20092,mentioned in,D200337
L200338,relationship,I20092,mentioned in,D200338
L200339,relationship,I20092,mentioned in,D200339
L200340,relationship,I20092,mentioned in,D200340
L200341,relationship,I20092,mentioned in,D30064
L200342,relationship,I20092,mentioned in,D30065
L200343,relationship,I20092,mentioned in,D200343
L200344,relationship,I20092,mentioned in,D200344
L200345,relationship,I20092,mentioned in,D30287
L200346,relationship,I20092,mentioned in,D30308
L200347,relationship,I20092,mentioned in,D200347
L200348,relationship,I20092,mentioned in,D30440
L200349,relationship,I20092,mentioned in,D200349
L200350,relationship,I20092,mentioned in,D200350
L200351,relationship,I20092,mentioned in,D30703
L200352,relationship,I20092,mentioned in,D40019
L200353,relationship,I20092,mentioned in,D200353
L200354,relationship,I20092,mentioned in,D200354
L200355,relationship,I20092,mentioned in,D200355
L200356,relationship,I20092,mentioned in,D40399
L200357,relationship,I20092,mentioned in,D200357
L200358,relationship,I20092,mentioned in,D200358
L200359,relationship,I20092,mentioned in,D60062
L200360,relationship,I20092,mentioned in,D200360
L200361,relationship,I20092,mentioned in,D60116
L200362,relationship,I20092,mentioned in,D200362
L200363,relationship,I20092,mentioned in,D60382
L200364,relationship,I20092,mentioned in,D60423
L200365,relationship,I20092,mentioned in,D60439
L200366,relationship,I20092,mentioned in,D200366
L200367,relationship,I20092,mentioned in,D70108
L200368,relationship,I20092,mentioned in,D70110
L200369,relationship,I20092,mentioned in,D70192
L200370,relationship,I20092,mentioned in,D160364
L200371,relationship,I20092,mentioned in,D70372
L200372,relationship,I20092,mentioned in,D80037
L200373,relationship,I20092,mentioned in,D200373
L200374,relationship,I20092,mentioned in,D80171
L200375,relationship,I20092,mentioned in,D200375
L200376,relationship,I20092,mentioned in,D80310
L200377,relationship,I20092,mentioned in,D200377
L200378,relationship,I20092,mentioned in,D80508
L200379,relationship,I20092,mentioned in,D80509
L200380,relationship,I20092,mentioned in,D80585
L200381,relationship,I20092,mentioned in,D80584
L200382,relationship,I20092,mentioned in,D80585
L200383,relationship,I20092,mentioned in,D80586
L200384,relationship,I20092,mentioned in,D200384
L200385,relationship,I20092,mentioned in,D200385
L200386,relationship,I20092,mentioned in,D80668
L200387,relationship,I20092,mentioned in,D80674
L200388,relationship,I20092,mentioned in,D200388
L200389,relationship,I20092,mentioned in,D80808
L200390,relationship,I20092,mentioned in,D80877
L200391,relationship,I20092,mentioned in,D200391
L200392,relationship,I20092,mentioned in,D80922
L200393,relationship,I20092,mentioned in,D200393
L200394,relationship,I20092,mentioned in,D90166
L200395,relationship,I20092,mentioned in,D200395
L200396,relationship,I20092,mentioned in,D90272
L200397,relationship,I20092,mentioned in,D200397
L200398,relationship,I20092,mentioned in,D200398
L200399,relationship,I20092,mentioned in,D200399
L200400,relationship,I20092,mentioned in,D200400
L200401,relationship,I20092,mentioned in,D110285
L200402,relationship,I20092,mentioned in,D110289
L200403,relationship,I20092,mentioned in,D200403
L200404,relationship,I20092,mentioned in,D110073
L200405,relationship,I20092,mentioned in,D110616
L200406,relationship,I20092,mentioned in,D120076
L200407,relationship,I20092,mentioned in,D120211
L200408,relationship,I20092,mentioned in,D120225
L200409,relationship,I20092,mentioned in,D120226
L200410,relationship,I20092,mentioned in,D200410
L200411,relationship,I20092,mentioned in,D120278
L200412,relationship,I20092,mentioned in,D120282
L200413,relationship,I20092,mentioned in,D120315
L200414,relationship,I20092,mentioned in,D120492
L200415,relationship,I20092,mentioned in,D120494
L200416,relationship,I20092,mentioned in,D130099
L200417,relationship,I20092,mentioned in,D200418
L200418,relationship,I20092,mentioned in,D200418
L200419,relationship,I20092,mentioned in,D130179
L200420,relationship,I20092,mentioned in,D130191
L200421,relationship,I20092,mentioned in,D200421
L200422,relationship,I20092,mentioned in,D200422
L200423,relationship,I20092,mentioned in,D200423
L200424,relationship,I20092,mentioned in,D200424
L200425,relationship,I20092,mentioned in,D130763
L200426,relationship,I20092,mentioned in,D130782
L200427,relationship,I20092,mentioned in,D200427
L200428,relationship,I20092,mentioned in,D130856
L200429,relationship,I20092,mentioned in,D200429
L200430,relationship,I20092,mentioned in,D160004
L200431,relationship,I20092,mentioned in,D200431
L200432,relationship,I20092,mentioned in,D200432
L200433,relationship,I20092,mentioned in,D200433
L200434,relationship,I20092,mentioned in,D200434
L200435,relationship,I20092,mentioned in,D200435
L200436,relationship,I20092,mentioned in,D160188
L200437,relationship,I20092,mentioned in,D200437
L200438,relationship,I20092,mentioned in,D200438
L200439,relationship,I20092,mentioned in,D200439
L200440,relationship,I20092,mentioned in,D200440
L200441,relationship,I20092,mentioned in,D200441
L200442,relationship,I20092,mentioned in,D200442
L200443,relationship,I20092,mentioned in,D200443
L200444,relationship,I20092,mentioned in,D200444
L200445,relationship,I20092,mentioned in,D190001
L200446,relationship,I20092,mentioned in,D200446
L200447,relationship,I20092,mentioned in,D200447
L200448,relationship,I20092,mentioned in,D200448
L200449,relationship,I20092,mentioned in,D200449
L200450,relationship,I20092,mentioned in,D190282
L200451,relationship,I20092,mentioned in,D200451
L200452,relationship,I20092,mentioned in,D200452
L200453,relationship,I20092,mentioned in,D200453
L200454,relationship,I20092,mentioned in,D200454
L200455,relationship,I20092,mentioned in,D200455
L200456,relationship,I20092,mentioned in,D200456
